Pos	Score	Topology
197.8	0.286492796	Sitatunga+MountainNyala
197.9	0.245055868	Sitatunga+MountainNyala
198	0.243784044	Sitatunga+MountainNyala
198.1	0.192215291	Sitatunga+MountainNyala
198.2	0.324801487	Sitatunga+MountainNyala
198.3	0.052491338	Sitatunga+MountainNyala
198.4	0.047099527	Sitatunga+MountainNyala
198.5	0.268796258	Sitatunga+MountainNyala
198.6	0.238722409	Sitatunga+MountainNyala
198.7	0.365840053	Sitatunga+MountainNyala
198.8	0.281604925	Sitatunga+MountainNyala
198.9	0.326724864	Sitatunga+MountainNyala
199	0.156015473	Sitatunga+MountainNyala
199.1	0.278244513	Sitatunga+MountainNyala
199.2	0.135656512	Sitatunga+MountainNyala
199.3	0.073371591	Sitatunga+MountainNyala
199.4	0.185029388	Sitatunga+MountainNyala
199.5	0.113196254	Sitatunga+MountainNyala
199.6	0.019829263	Sitatunga+MountainNyala
199.7	0.241761442	Sitatunga+MountainNyala
199.8	0.154563286	Sitatunga+MountainNyala
199.9	0.161502353	Sitatunga+MountainNyala
200	0.358789299	Sitatunga+MountainNyala
200.1	0.089325358	Sitatunga+MountainNyala
200.2	0.207230587	Sitatunga+MountainNyala
200.3	0.402071399	Sitatunga+MountainNyala
200.4	0.1943073	Sitatunga+MountainNyala
200.5	0.301564547	Sitatunga+MountainNyala
200.6	0.283281465	Sitatunga+MountainNyala
200.7	0.246419584	Sitatunga+MountainNyala
200.8	0.073519204	Sitatunga+MountainNyala
200.9	0.284999551	Sitatunga+MountainNyala
201	0.314253461	Sitatunga+MountainNyala
201.1	0.197637407	Sitatunga+MountainNyala
201.2	0.122447773	Sitatunga+MountainNyala
201.3	0.132420741	Sitatunga+MountainNyala
201.4	0.228688098	Sitatunga+MountainNyala
201.5	0.273317539	Sitatunga+MountainNyala
201.6	0.175508303	Sitatunga+MountainNyala
201.7	0.082753859	Sitatunga+MountainNyala
201.8	0.188710688	Sitatunga+MountainNyala
201.9	0.1987929	Sitatunga+MountainNyala
202	0.42040336	Sitatunga+MountainNyala
202.1	0.116682773	Sitatunga+MountainNyala
202.2	0.109023479	Sitatunga+MountainNyala
202.3	0.230130264	Sitatunga+MountainNyala
202.4	0.310242962	Sitatunga+MountainNyala
202.5	0.198293359	Sitatunga+MountainNyala
202.6	0.087451348	Sitatunga+MountainNyala
202.7	0.208451578	Sitatunga+MountainNyala
202.8	0.313043712	Sitatunga+MountainNyala
202.9	0.440829774	Sitatunga+MountainNyala
203	0.114668481	Sitatunga+MountainNyala
203.1	0.298746689	Sitatunga+MountainNyala
203.2	0.400881202	Sitatunga+MountainNyala
203.3	0.342280514	Sitatunga+MountainNyala
203.4	0.283794691	Sitatunga+MountainNyala
203.5	0.281499836	Sitatunga+MountainNyala
203.6	0.188403485	Sitatunga+MountainNyala
203.7	0.266889988	Sitatunga+MountainNyala
203.8	0.272054024	Sitatunga+MountainNyala
203.9	0.437193198	Sitatunga+MountainNyala
204	0.210873273	Sitatunga+MountainNyala
204.1	0.38115131	Sitatunga+MountainNyala
204.2	0.496419533	Sitatunga+MountainNyala
204.3	0.343988825	Sitatunga+MountainNyala
204.4	0.204261939	Sitatunga+MountainNyala
204.5	0.308329361	Sitatunga+MountainNyala
204.6	0.201429662	Sitatunga+MountainNyala
204.7	0.128213994	Sitatunga+MountainNyala
204.8	0.238891529	Sitatunga+MountainNyala
204.9	0.286260622	Sitatunga+MountainNyala
205	0.324258933	Sitatunga+MountainNyala
205.1	0.388661524	Sitatunga+MountainNyala
205.2	0.201631775	Sitatunga+MountainNyala
205.3	0.138790126	Sitatunga+MountainNyala
205.4	0.168561172	Sitatunga+MountainNyala
205.5	0.369569499	Sitatunga+MountainNyala
205.6	0.232010873	Sitatunga+MountainNyala
205.7	0.066963836	Sitatunga+MountainNyala
205.8	0.251862228	Sitatunga+MountainNyala
205.9	0.508345939	Sitatunga+MountainNyala
206	0.26545051	Sitatunga+MountainNyala
206.1	0.317924252	Sitatunga+MountainNyala
206.2	0.372255384	Sitatunga+MountainNyala
206.3	0.278454692	Sitatunga+MountainNyala
206.4	0.243555047	Sitatunga+MountainNyala
206.5	0.390580014	Sitatunga+MountainNyala
206.6	0.317689634	Sitatunga+MountainNyala
206.7	0.27744779	Sitatunga+MountainNyala
206.8	0.224900975	Sitatunga+MountainNyala
206.9	0.182009172	Sitatunga+MountainNyala
207	0.047275002	Sitatunga+MountainNyala
207.1	0.222196272	Sitatunga+MountainNyala
207.2	0.541211985	Sitatunga+MountainNyala
207.3	0.162441557	Sitatunga+MountainNyala
207.4	0.333066877	Sitatunga+MountainNyala
207.5	0.312449836	Sitatunga+MountainNyala
207.6	0.139539925	Sitatunga+MountainNyala
207.7	-0.003530925	Sitatunga+MountainNyala
207.8	0.100875153	Sitatunga+MountainNyala
207.9	0.232354001	Sitatunga+MountainNyala
208	0.247194311	Sitatunga+MountainNyala
208.1	0.263507582	Sitatunga+MountainNyala
208.2	0.067124158	Sitatunga+MountainNyala
208.3	0.020605188	Sitatunga+MountainNyala
208.4	0.023218439	Sitatunga+MountainNyala
208.5	0.223720554	Sitatunga+MountainNyala
208.6	0.227527717	Sitatunga+MountainNyala
208.7	0.30509359	Sitatunga+MountainNyala
208.8	0.354619945	Sitatunga+MountainNyala
208.9	0.348703177	Sitatunga+MountainNyala
209	0.405162977	Sitatunga+MountainNyala
209.1	0.394236141	Sitatunga+MountainNyala
209.2	0.413887828	Sitatunga+MountainNyala
209.3	0.262288058	Sitatunga+MountainNyala
209.4	0.337426858	Sitatunga+MountainNyala
209.5	0.196516129	Sitatunga+MountainNyala
209.6	0.161781206	Sitatunga+MountainNyala
209.7	0.344284541	Sitatunga+MountainNyala
209.8	0.242229212	Sitatunga+MountainNyala
209.9	0.4043076	Sitatunga+MountainNyala
210	0.439470946	Sitatunga+MountainNyala
210.1	0.168046723	Sitatunga+MountainNyala
210.2	0.330073056	Sitatunga+MountainNyala
210.3	0.270568112	Sitatunga+MountainNyala
210.4	0.281817547	Sitatunga+MountainNyala
210.5	0.341918812	Sitatunga+MountainNyala
210.6	0.322504187	Sitatunga+MountainNyala
210.7	0.198195846	Sitatunga+MountainNyala
210.8	0.160596141	Sitatunga+MountainNyala
210.9	0.255972928	Sitatunga+MountainNyala
211	0.136910251	Sitatunga+MountainNyala
211.1	0.301146634	Sitatunga+MountainNyala
211.2	0.381803841	Sitatunga+MountainNyala
211.3	0.422431826	Sitatunga+MountainNyala
211.4	0.388461121	Sitatunga+MountainNyala
211.5	0.287895615	Sitatunga+MountainNyala
211.6	0.294012786	Sitatunga+MountainNyala
211.7	0.165330289	Sitatunga+MountainNyala
211.8	0.132019935	Sitatunga+MountainNyala
211.9	0.380467008	Sitatunga+MountainNyala
212	0.176851979	Sitatunga+MountainNyala
212.1	0.20613155	Sitatunga+MountainNyala
212.2	0.217040545	Sitatunga+MountainNyala
212.3	0.195889993	Sitatunga+MountainNyala
212.4	0.200153683	Sitatunga+MountainNyala
212.5	0.061370156	Sitatunga+MountainNyala
212.6	0.233819874	Sitatunga+MountainNyala
212.7	0.318046449	Sitatunga+MountainNyala
212.8	0.367565472	Sitatunga+MountainNyala
212.9	0.236510402	Sitatunga+MountainNyala
213	0.432112255	Sitatunga+MountainNyala
213.1	0.29711414	Sitatunga+MountainNyala
213.2	0.438996822	Sitatunga+MountainNyala
213.3	0.171232638	Sitatunga+MountainNyala
213.4	0.140230337	Sitatunga+MountainNyala
213.5	0.255728534	Sitatunga+MountainNyala
213.6	0.108017799	Sitatunga+MountainNyala
213.7	0.362066617	Sitatunga+MountainNyala
213.8	0.233610673	Sitatunga+MountainNyala
213.9	0.278645319	Sitatunga+MountainNyala
214	0.364121967	Sitatunga+MountainNyala
214.1	0.147292333	Sitatunga+MountainNyala
214.2	0.245798824	Sitatunga+MountainNyala
214.3	0.299325902	Sitatunga+MountainNyala
214.4	0.121111673	Sitatunga+MountainNyala
214.5	0.234235098	Sitatunga+MountainNyala
214.6	0.108875132	Sitatunga+MountainNyala
214.7	0.142390776	Sitatunga+MountainNyala
214.8	0.184044481	Sitatunga+MountainNyala
214.9	0.25742707	Sitatunga+MountainNyala
215	0.32261172	Sitatunga+MountainNyala
215.1	0.295613564	Sitatunga+MountainNyala
215.2	0.256327299	Sitatunga+MountainNyala
215.3	0.290571724	Sitatunga+MountainNyala
215.4	0.248196325	Sitatunga+MountainNyala
215.5	0.323635729	Sitatunga+MountainNyala
215.6	0.342854839	Sitatunga+MountainNyala
215.7	0.005554797	Sitatunga+MountainNyala
215.8	0.126632768	Sitatunga+MountainNyala
215.9	0.185732019	Sitatunga+MountainNyala
216	0.429018233	Sitatunga+MountainNyala
216.1	0.603647208	Sitatunga+MountainNyala
216.2	0.39984253	Sitatunga+MountainNyala
216.3	0.380809159	Sitatunga+MountainNyala
216.4	0.227034775	Sitatunga+MountainNyala
216.5	0.117461411	Sitatunga+MountainNyala
216.6	0.230890572	Sitatunga+MountainNyala
216.7	0.228360855	Sitatunga+MountainNyala
216.8	0.236945667	Sitatunga+MountainNyala
216.9	0.29409588	Sitatunga+MountainNyala
217	0.336517714	Sitatunga+MountainNyala
217.1	0.56401146	Sitatunga+MountainNyala
217.2	0.40863581	Sitatunga+MountainNyala
217.3	0.172767674	Sitatunga+MountainNyala
217.4	0.186347158	Sitatunga+MountainNyala
217.5	0.18396261	Sitatunga+MountainNyala
217.6	0.138794525	Sitatunga+MountainNyala
217.7	0.132174148	Sitatunga+MountainNyala
217.8	0.112140719	Sitatunga+MountainNyala
217.9	0.159959252	Sitatunga+MountainNyala
218	0.190823226	Sitatunga+MountainNyala
218.1	0.151205074	Sitatunga+MountainNyala
218.2	0.15656047	Sitatunga+MountainNyala
218.3	0.103548085	Sitatunga+MountainNyala
218.4	0.247641552	Sitatunga+MountainNyala
218.5	0.273075589	Sitatunga+MountainNyala
218.6	0.222351461	Sitatunga+MountainNyala
218.7	0.398273523	Sitatunga+MountainNyala
218.8	0.330987088	Sitatunga+MountainNyala
218.9	0.279608229	Sitatunga+MountainNyala
219	0.323911894	Sitatunga+MountainNyala
219.1	0.345416084	Sitatunga+MountainNyala
219.2	0.214254703	Sitatunga+MountainNyala
219.3	0.243555047	Sitatunga+MountainNyala
219.4	0.495182902	Sitatunga+MountainNyala
219.5	0.441699815	Sitatunga+MountainNyala
219.6	0.334787408	Sitatunga+MountainNyala
219.7	0.502245876	Sitatunga+MountainNyala
219.8	0.332045312	Sitatunga+MountainNyala
219.9	0.276580193	Sitatunga+MountainNyala
220	0.242692093	Sitatunga+MountainNyala
220.1	0.49692054	Sitatunga+MountainNyala
220.2	0.366710095	Sitatunga+MountainNyala
220.3	0.272484157	Sitatunga+MountainNyala
220.4	0.253001102	Sitatunga+MountainNyala
220.5	0.279815964	Sitatunga+MountainNyala
220.6	0.246409808	Sitatunga+MountainNyala
220.7	0.545857907	Sitatunga+MountainNyala
220.8	0.385455081	Sitatunga+MountainNyala
220.9	0.246365817	Sitatunga+MountainNyala
221	0.310543566	Sitatunga+MountainNyala
221.1	0.215090284	Sitatunga+MountainNyala
221.2	0.139513775	Sitatunga+MountainNyala
221.3	0.237178574	Sitatunga+MountainNyala
221.4	0.084608806	Sitatunga+MountainNyala
221.5	0.331048186	Sitatunga+MountainNyala
221.6	0.328037257	Sitatunga+MountainNyala
221.7	0.217163719	Sitatunga+MountainNyala
221.8	0.222971244	Sitatunga+MountainNyala
221.9	0.291681271	Sitatunga+MountainNyala
222	0.134122942	Sitatunga+MountainNyala
222.1	0.098849864	Sitatunga+MountainNyala
222.2	0.010126056	Sitatunga+MountainNyala
222.3	0.127060457	Sitatunga+MountainNyala
222.4	0.270323718	Sitatunga+MountainNyala
222.5	0.325116754	Sitatunga+MountainNyala
222.6	0.261479115	Sitatunga+MountainNyala
222.7	0.226914289	Sitatunga+MountainNyala
222.8	0.300990222	Sitatunga+MountainNyala
222.9	0.045087191	Sitatunga+MountainNyala
223	0.111614295	Sitatunga+MountainNyala
223.1	0.187249947	Sitatunga+MountainNyala
223.2	0.16640391	Sitatunga+MountainNyala
223.3	0.160368366	Sitatunga+MountainNyala
223.4	0.240281639	Sitatunga+MountainNyala
223.5	0.286441473	Sitatunga+MountainNyala
223.6	0.164936327	Sitatunga+MountainNyala
223.7	0.109794296	Sitatunga+MountainNyala
223.8	0.212973103	Sitatunga+MountainNyala
223.9	0.061758742	Sitatunga+MountainNyala
224	0.176651087	Sitatunga+MountainNyala
224.1	0.288399066	Sitatunga+MountainNyala
224.2	0.23388977	Sitatunga+MountainNyala
224.3	0.326072333	Sitatunga+MountainNyala
224.4	0.217270031	Sitatunga+MountainNyala
224.5	0.154372659	Sitatunga+MountainNyala
224.6	0.264834639	Sitatunga+MountainNyala
224.7	0.245938128	Sitatunga+MountainNyala
224.8	0.167811861	Sitatunga+MountainNyala
224.9	0.166829399	Sitatunga+MountainNyala
225	0.199769008	Sitatunga+MountainNyala
225.1	0.198751842	Sitatunga+MountainNyala
225.2	0.256251537	Sitatunga+MountainNyala
225.3	0.116680085	Sitatunga+MountainNyala
225.4	0.227740584	Sitatunga+MountainNyala
225.5	0.273933411	Sitatunga+MountainNyala
225.6	0.243040598	Sitatunga+MountainNyala
225.7	0.131603733	Sitatunga+MountainNyala
225.8	0.32898306	Sitatunga+MountainNyala
225.9	0.125854619	Sitatunga+MountainNyala
226	0.149825228	Sitatunga+MountainNyala
226.1	0.386095392	Sitatunga+MountainNyala
226.2	0.286204412	Sitatunga+MountainNyala
226.3	0.234101171	Sitatunga+MountainNyala
226.4	0.240828592	Sitatunga+MountainNyala
226.5	0.137990226	Sitatunga+MountainNyala
226.6	0.273246665	Sitatunga+MountainNyala
226.7	0.263561348	Sitatunga+MountainNyala
226.8	0.241333021	Sitatunga+MountainNyala
226.9	0.2359874	Sitatunga+MountainNyala
227	0.187991438	Sitatunga+MountainNyala
227.1	0.212403666	Sitatunga+MountainNyala
227.2	0.06392749	Sitatunga+MountainNyala
227.3	0.132667578	Sitatunga+MountainNyala
227.4	0.148361066	Sitatunga+MountainNyala
227.5	0.200392944	Sitatunga+MountainNyala
227.6	0.346137045	Sitatunga+MountainNyala
227.7	0.274859662	Sitatunga+MountainNyala
227.8	0.404510447	Sitatunga+MountainNyala
227.9	0.309003887	Sitatunga+MountainNyala
228	0.162714789	Sitatunga+MountainNyala
228.1	0.294210745	Sitatunga+MountainNyala
228.2	0.14508546	Sitatunga+MountainNyala
228.3	0.135339289	Sitatunga+MountainNyala
228.4	0.224845009	Sitatunga+MountainNyala
228.5	0.023307545	Sitatunga+MountainNyala
228.6	0.115132585	Sitatunga+MountainNyala
228.7	0.19897204	Sitatunga+MountainNyala
228.8	0.114068251	Sitatunga+MountainNyala
228.9	0.130525224	Sitatunga+MountainNyala
229	0.312562257	Sitatunga+MountainNyala
229.1	0.209879325	Sitatunga+MountainNyala
229.2	0.230726584	Sitatunga+MountainNyala
229.3	0.055679452	Sitatunga+MountainNyala
229.4	0.508761408	Sitatunga+MountainNyala
229.5	0.206001532	Sitatunga+MountainNyala
229.6	0.324796599	Sitatunga+MountainNyala
229.7	0.115815909	Sitatunga+MountainNyala
229.8	0.236930026	Sitatunga+MountainNyala
229.9	0.30342927	Sitatunga+MountainNyala
230	0.237651965	Sitatunga+MountainNyala
230.1	0.545845687	Sitatunga+MountainNyala
230.2	0.249098137	Sitatunga+MountainNyala
230.3	0.40460576	Sitatunga+MountainNyala
230.4	0.191150957	Sitatunga+MountainNyala
230.5	0.142194772	Sitatunga+MountainNyala
230.6	0.316626522	Sitatunga+MountainNyala
230.7	0.329928864	Sitatunga+MountainNyala
230.8	0.216721123	Sitatunga+MountainNyala
230.9	0.312053919	Sitatunga+MountainNyala
231	0.297341426	Sitatunga+MountainNyala
231.1	0.276470216	Sitatunga+MountainNyala
231.2	0.217721914	Sitatunga+MountainNyala
231.3	0.418250253	Sitatunga+MountainNyala
231.4	0.280771543	Sitatunga+MountainNyala
231.5	0.381043777	Sitatunga+MountainNyala
231.6	0.243723678	Sitatunga+MountainNyala
231.7	0.473160598	Sitatunga+MountainNyala
231.8	0.396807162	Sitatunga+MountainNyala
231.9	0.481477311	Sitatunga+MountainNyala
232	0.187568148	Sitatunga+MountainNyala
232.1	0.14307019	Sitatunga+MountainNyala
232.2	0.139543836	Sitatunga+MountainNyala
232.3	0.304531485	Sitatunga+MountainNyala
232.4	0.336014263	Sitatunga+MountainNyala
232.5	0.198518446	Sitatunga+MountainNyala
232.6	0.490299918	Sitatunga+MountainNyala
232.7	0.216269483	Sitatunga+MountainNyala
232.8	0.059705103	Sitatunga+MountainNyala
232.9	0.18004938	Sitatunga+MountainNyala
233	0.257131354	Sitatunga+MountainNyala
233.1	0.303409718	Sitatunga+MountainNyala
233.2	0.289269107	Sitatunga+MountainNyala
233.3	0.218699	Sitatunga+MountainNyala
233.4	0.294110543	Sitatunga+MountainNyala
233.5	0.37052019	Sitatunga+MountainNyala
233.6	0.125184981	Sitatunga+MountainNyala
233.7	0.236850598	Sitatunga+MountainNyala
233.8	0.400279994	Sitatunga+MountainNyala
233.9	0.300508767	Sitatunga+MountainNyala
234	0.421867277	Sitatunga+MountainNyala
234.1	0.379254816	Sitatunga+MountainNyala
234.2	0.26060663	Sitatunga+MountainNyala
234.3	0.286898489	Sitatunga+MountainNyala
234.4	0.148416788	Sitatunga+MountainNyala
234.5	0.250544947	Sitatunga+MountainNyala
234.6	0.3358383	Sitatunga+MountainNyala
234.7	0.205443337	Sitatunga+MountainNyala
234.8	0.166665411	Sitatunga+MountainNyala
234.9	0.304101352	Sitatunga+MountainNyala
235	0.175732168	Sitatunga+MountainNyala
235.1	0.25529107	Sitatunga+MountainNyala
235.2	0.188769342	Sitatunga+MountainNyala
235.3	0.271567681	Sitatunga+MountainNyala
235.4	0.395553423	Sitatunga+MountainNyala
235.5	0.224878491	Sitatunga+MountainNyala
235.6	0.283132384	Sitatunga+MountainNyala
235.7	0.343314299	Sitatunga+MountainNyala
235.8	0.178674911	Sitatunga+MountainNyala
235.9	0.166903206	Sitatunga+MountainNyala
236	0.283374334	Sitatunga+MountainNyala
236.1	0.174733331	Sitatunga+MountainNyala
236.2	0.108980954	Sitatunga+MountainNyala
236.3	0.160367878	Sitatunga+MountainNyala
236.4	0.313442074	Sitatunga+MountainNyala
236.5	0.330002182	Sitatunga+MountainNyala
236.6	0.209021503	Sitatunga+MountainNyala
236.7	0.324366466	Sitatunga+MountainNyala
236.8	0.358652439	Sitatunga+MountainNyala
236.9	0.441049728	Sitatunga+MountainNyala
237	0.544975646	Sitatunga+MountainNyala
237.1	0.303661444	Sitatunga+MountainNyala
237.2	0.460119758	Sitatunga+MountainNyala
237.3	0.299110836	Sitatunga+MountainNyala
237.4	0.315204152	Sitatunga+MountainNyala
237.5	0.451839704	Sitatunga+MountainNyala
237.6	0.43992063	Sitatunga+MountainNyala
237.7	0.306239796	Sitatunga+MountainNyala
237.8	0.320311977	Sitatunga+MountainNyala
237.9	0.334609	Sitatunga+MountainNyala
238	0.306731027	Sitatunga+MountainNyala
238.1	0.430271972	Sitatunga+MountainNyala
238.2	0.422006582	Sitatunga+MountainNyala
238.3	0.170736763	Sitatunga+MountainNyala
238.4	0.291615285	Sitatunga+MountainNyala
238.5	0.280580916	Sitatunga+MountainNyala
238.6	0.400683243	Sitatunga+MountainNyala
238.7	0.218794069	Sitatunga+MountainNyala
238.8	0.420747955	Sitatunga+MountainNyala
238.9	0.231086821	Sitatunga+MountainNyala
239	0.316242824	Sitatunga+MountainNyala
239.1	0.289865427	Sitatunga+MountainNyala
239.2	0.417612385	Sitatunga+MountainNyala
239.3	0.232263576	Sitatunga+MountainNyala
239.4	0.300530762	Sitatunga+MountainNyala
239.5	0.360624695	Sitatunga+MountainNyala
239.6	0.236481564	Sitatunga+MountainNyala
239.7	0.245092527	Sitatunga+MountainNyala
239.8	0.166012391	Sitatunga+MountainNyala
239.9	0.177188509	Sitatunga+MountainNyala
240	0.111949114	Sitatunga+MountainNyala
240.1	0.08534492	Sitatunga+MountainNyala
240.2	0.125365099	Sitatunga+MountainNyala
240.3	0.088993471	Sitatunga+MountainNyala
240.4	0.440370314	Sitatunga+MountainNyala
240.5	0.451927685	Sitatunga+MountainNyala
240.6	0.257309761	Sitatunga+MountainNyala
240.7	0.284056192	Sitatunga+MountainNyala
240.8	0.23191507	Sitatunga+MountainNyala
240.9	0.561809474	Sitatunga+MountainNyala
241	0.360898416	Sitatunga+MountainNyala
241.1	0.352505941	Sitatunga+MountainNyala
241.2	0.213276395	Sitatunga+MountainNyala
241.3	0.592273132	Sitatunga+MountainNyala
241.4	0.350367497	Sitatunga+MountainNyala
241.5	0.341112313	Sitatunga+MountainNyala
241.6	0.226054268	Sitatunga+MountainNyala
241.7	0.17818539	Sitatunga+MountainNyala
241.8	0.247942156	Sitatunga+MountainNyala
241.9	0.445094441	Sitatunga+MountainNyala
242	0.037660559	Sitatunga+MountainNyala
242.1	0.221841901	Sitatunga+MountainNyala
242.2	0.177547767	Sitatunga+MountainNyala
242.3	0.23278169	Sitatunga+MountainNyala
242.4	0.380801827	Sitatunga+MountainNyala
242.5	0.297925527	Sitatunga+MountainNyala
242.6	0.179244103	Sitatunga+MountainNyala
242.7	0.251524965	Sitatunga+MountainNyala
242.8	0.244571968	Sitatunga+MountainNyala
242.9	0.308986779	Sitatunga+MountainNyala
243	0.324285816	Sitatunga+MountainNyala
243.1	0.241663196	Sitatunga+MountainNyala
243.2	0.412118418	Sitatunga+MountainNyala
243.3	0.375982386	Sitatunga+MountainNyala
243.4	0.144236192	Sitatunga+MountainNyala
243.5	0.166558367	Sitatunga+MountainNyala
243.6	0.336896524	Sitatunga+MountainNyala
243.7	0.169830796	Sitatunga+MountainNyala
243.8	0.353185355	Sitatunga+MountainNyala
243.9	0.425125044	Sitatunga+MountainNyala
244	0.146936252	Sitatunga+MountainNyala
244.1	0.475096195	Sitatunga+MountainNyala
244.2	0.251578732	Sitatunga+MountainNyala
244.3	0.19048914	Sitatunga+MountainNyala
244.4	0.230521783	Sitatunga+MountainNyala
244.5	0.46854156	Sitatunga+MountainNyala
244.6	0.539554997	Sitatunga+MountainNyala
244.7	0.379381901	Sitatunga+MountainNyala
244.8	0.485526912	Sitatunga+MountainNyala
244.9	0.159521054	Sitatunga+MountainNyala
245	0.194830058	Sitatunga+MountainNyala
245.1	0.11979928	Sitatunga+MountainNyala
245.2	0.415495937	Sitatunga+MountainNyala
245.3	0.388544215	Sitatunga+MountainNyala
245.4	0.275490198	Sitatunga+MountainNyala
245.5	0.341339599	Sitatunga+MountainNyala
245.6	0.343930171	Sitatunga+MountainNyala
245.7	0.423079469	Sitatunga+MountainNyala
245.8	0.435849033	Sitatunga+MountainNyala
245.9	0.52562212	Sitatunga+MountainNyala
246	0.320070027	Sitatunga+MountainNyala
246.1	0.15595022	Sitatunga+MountainNyala
246.2	0.289193345	Sitatunga+MountainNyala
246.3	0.237992649	Sitatunga+MountainNyala
246.4	0.254325715	Sitatunga+MountainNyala
246.5	0.437056337	Sitatunga+MountainNyala
246.6	0.455581369	Sitatunga+MountainNyala
246.7	0.31221033	Sitatunga+MountainNyala
246.8	0.296063248	Sitatunga+MountainNyala
246.9	0.403381348	Sitatunga+MountainNyala
247	0.37461867	Sitatunga+MountainNyala
247.1	0.29446247	Sitatunga+MountainNyala
247.2	0.372380025	Sitatunga+MountainNyala
247.3	0.131939285	Sitatunga+MountainNyala
247.4	0.199816664	Sitatunga+MountainNyala
247.5	0.140702994	Sitatunga+MountainNyala
247.6	0.281216339	Sitatunga+MountainNyala
247.7	0.233103067	Sitatunga+MountainNyala
247.8	0.099864341	Sitatunga+MountainNyala
247.9	0.217882481	Sitatunga+MountainNyala
248	0.193900385	Sitatunga+MountainNyala
248.1	0.148465178	Sitatunga+MountainNyala
248.2	0.350074225	Sitatunga+MountainNyala
248.3	0.325480901	Sitatunga+MountainNyala
248.4	0.10756225	Sitatunga+MountainNyala
248.5	0.275099168	Sitatunga+MountainNyala
248.6	0.38745422	Sitatunga+MountainNyala
248.7	0.163834356	Sitatunga+MountainNyala
248.8	0.226404973	Sitatunga+MountainNyala
248.9	0.143728586	Sitatunga+MountainNyala
249	0.174567388	Sitatunga+MountainNyala
249.1	0.123881141	Sitatunga+MountainNyala
249.2	0.173906303	Sitatunga+MountainNyala
249.3	0.198106398	Sitatunga+MountainNyala
249.4	0.111631891	Sitatunga+MountainNyala
249.5	0.239423329	Sitatunga+MountainNyala
249.6	0.226337032	Sitatunga+MountainNyala
249.7	0.181593703	Sitatunga+MountainNyala
249.8	0.184614407	Sitatunga+MountainNyala
249.9	0.16171082	Sitatunga+MountainNyala
250	0.229972386	Sitatunga+MountainNyala
250.1	0.269143297	Sitatunga+MountainNyala
250.2	0.220989212	Sitatunga+MountainNyala
250.3	0.539247061	Sitatunga+MountainNyala
250.4	0.368081142	Sitatunga+MountainNyala
250.5	0.129700885	Sitatunga+MountainNyala
250.6	0.500051221	Sitatunga+MountainNyala
250.7	0.27503807	Sitatunga+MountainNyala
250.8	0.404283161	Sitatunga+MountainNyala
250.9	0.427173062	Sitatunga+MountainNyala
251	0.237167577	Sitatunga+MountainNyala
251.1	0.345044605	Sitatunga+MountainNyala
251.2	0.227056038	Sitatunga+MountainNyala
251.3	0.45646363	Sitatunga+MountainNyala
251.4	0.336312423	Sitatunga+MountainNyala
251.5	0.26677268	Sitatunga+MountainNyala
251.6	0.148697841	Sitatunga+MountainNyala
251.7	0.218754966	Sitatunga+MountainNyala
251.8	0.47036718	Sitatunga+MountainNyala
251.9	0.317425689	Sitatunga+MountainNyala
252	0.240847166	Sitatunga+MountainNyala
252.1	0.227529183	Sitatunga+MountainNyala
252.2	0.257766777	Sitatunga+MountainNyala
252.3	0.146452842	Sitatunga+MountainNyala
252.4	0.087378763	Sitatunga+MountainNyala
252.5	0.177984743	Sitatunga+MountainNyala
252.6	0.099666383	Sitatunga+MountainNyala
252.7	0.279559351	Sitatunga+MountainNyala
252.8	0.297945078	Sitatunga+MountainNyala
252.9	0.279488476	Sitatunga+MountainNyala
253	0.238077698	Sitatunga+MountainNyala
253.1	0.21053601	Sitatunga+MountainNyala
253.2	0.220920537	Sitatunga+MountainNyala
253.3	0.152314621	Sitatunga+MountainNyala
253.4	0.337219124	Sitatunga+MountainNyala
253.5	0.118718816	Sitatunga+MountainNyala
253.6	0.144902653	Sitatunga+MountainNyala
253.7	0.140493549	Sitatunga+MountainNyala
253.8	0.104810134	Sitatunga+MountainNyala
253.9	0.535285441	Sitatunga+MountainNyala
254	0.265914858	Sitatunga+MountainNyala
254.1	0.339863462	Sitatunga+MountainNyala
254.2	0.298991083	Sitatunga+MountainNyala
254.3	0.291915889	Sitatunga+MountainNyala
254.4	0.093372026	Sitatunga+MountainNyala
254.5	0.2643263	Sitatunga+MountainNyala
254.6	-0.003892139	Sitatunga+MountainNyala
254.7	0.272667452	Sitatunga+MountainNyala
254.8	0.080966609	Sitatunga+MountainNyala
254.9	0.178813482	Sitatunga+MountainNyala
255	0.160732268	Sitatunga+MountainNyala
255.1	0.380051539	Sitatunga+MountainNyala
255.2	0.266098153	Sitatunga+MountainNyala
255.3	0.232176571	Sitatunga+MountainNyala
255.4	0.246822833	Sitatunga+MountainNyala
255.5	0.24383781	Sitatunga+MountainNyala
255.6	0.224093988	Sitatunga+MountainNyala
255.7	0.270978693	Sitatunga+MountainNyala
255.8	0.297664026	Sitatunga+MountainNyala
255.9	0.476679865	Sitatunga+MountainNyala
256	0.398813633	Sitatunga+MountainNyala
256.1	0.125025147	Sitatunga+MountainNyala
256.2	0.375075686	Sitatunga+MountainNyala
256.3	0.362022626	Sitatunga+MountainNyala
256.4	0.245341808	Sitatunga+MountainNyala
